,text,task_1
1406,La ला La lund Take Take Bhen Of लौड़ी पिछली बार मिला Was न Dad Yes का thulu खालिस्तानी आतंकवादियों Of Hand In दे will give Punjab To केजरीवाल इसलिए No वोट फॉर You Party,HOF
1407,#Terrorist attack Of आरोपी Sadhvi #pragya_thakur का संसद Arrive Too embarrassing Is क्या जाकिर मूसा क्या Sadhvi Pragya सिंह ठाकुर धर्मो In What kept Is,HOF
1408,#CWC19 match Of during ऑन-एयर Dhoni-Jadhav But भड़के सौरव गांगुली. @BCCI @nsdhani @Signglis #INDvENG https://www.wahcricket.com/news/wc-2019-sourav-ganguly-slam-ms-dhoni-and-kedar-jadhav-over-lack-of-intent-138729 …,NOT
1409,"hoarding cases में दिल्ली Police Of Big एक्शन, 2 People Arrested, minor हिरासत में",NOT
1410,"Shakib की fifty, बांग्लादेश Did मजबूत beginning, Score 150 Par https://bit.ly/2xvCUIB",NOT
1411,"- Sometimes चाल, कभी Motive, Sometimes intentions Buddy was Are. इस दौर Of 'नमस्ते' के Too Meaning Thousand was हैं.. #good_night #जय_श्री_राम -",NOT
1412,"हाँ motherfucker यहाँ come Lyrics Stayed Give दूँगा,दे दूँगा",HOF
1413,"Mister Tabrez Ansari असाधारण Talent के धनी तो थे only their Glorious inheritance भी steal , dacoits के Form विख्यात Stayed Was स्वयं उनके Father मशूकर अंसारी जाने Mane dacoit And इलाके Of सर्वाधिक famous goons Were जिनकी ballads Area Of कई Thano की स्टेशन Diario In Golden letters In लिपिबद्ध Is !",HOF
1414,abe bhosdike तू Who Tax Stayed Is politics In They Qur'an Of हिसाब From Are रहा है ? बोल ना motherfucker तू Any  भी women To कुछ Too बोलता है They क्या तुमको क़ुरान सिखाती है ? Lyrics No मादरचोद boys,HOF
1415,"Shakib की knot में बांध Gave Snake....Harditch भाई has..., #INDvBAN",HOF
1416,the poor से only सिंघम to become Is.......... Madam SP South कानपुर पद But तैनात हैं......,NOT
1417,Parineeti Chopra And Siddharth Malhotra की 'जबरिया जोड़ी' Of ट्रेलर Happened release https://abpnews.abplive.in/bollywood/sidharth-malhotra-and-parineeti-chopra-film-jabariya-jodi-trailer-1158279 … #JabariyaJodiTrailer,NOT
1418,all हरे the ones अंदर From fierce सांप्रदायिक only Are These तो One Sample read गया पट्टी इनको अरब In Then These Spreading फैलते India में आ Went और जोर जबरदस्ती From ऊपर Green Colour boarded Gave Some Self Colour will change Some को This way only छीलना will have to आयेंगे All वापिस रंग में ही #Ochre only प्रारब्ध Is #seestojaishreeram,HOF
1419,"#Saheb Too कमाल करते हैं, Gandhi की प्रतिमा But भी prostrate Late जाते हैं And गोड्से Of साथी And अंग्रेजी हुकूमत के Slave #Savarkar To वीर Too say Are stand clear Do it suppressed tongue From क्या here There! open Of say गोड्से या Gandhi",HOF
1420,Fahish ताक़तों To prevent के For Answer प्रदेश में alliance To सपोर्ट और vote करें @yasarshah_SP @daralveershah @AqdasShaikh_sp,NOT
1421,45 सालों में दूसरी To all More Rain में drowned City  Live: http://bit.ly/at_liveTV #हल्ला_बोल @anjanaonkashyap के Together,NOT
1422,"Both चोर only थे, One ने भूख मिटाने Of For चावल Stolen Others ने Our पेशे Of For Bike चुराई difference This much Is Rice Thief को मारने the ones In Religion नहीं दिखा क्योकि चावल Thief Hindu Was kill वाला शांतिदूत Bike Thief To kill वाले में Hindu seen गया Then Start छद्म Secular dogs का drama hi तौबा",HOF
1423,@ArvindKejriwal देश को Godse की Need Is And One नही thousands In. Kejrival जैसा हरामी Dishonest मादर The As Country In न हुआ Is और No Will happen.,HOF
1424,Lucknow-Agra expressway पर भीषण Bus accidents में Bus में सवार 5 लोगों के Death हो गयी Is Whereas 40 से More Injured हैं And जम्मू-कश्मीर के क्रालपोरा In Security बलों has Encounter Of during One terrorists To ढेर किया Is. Learn This घंटे Did 4 Big news. #new life bulletin,NOT
1425,पाकिस्तान की ass Kill चुके Is आज Bangladesh Did बारी Is.,HOF
1426,faith No Would So खुद See लें. newspapers में add तक छप गए Are.,NOT
1427,all चौकीदार Twitter But Are only then तो noiseless मोदी London में And Mehul चौकसी एंटीगुआ में है। #chowkidarchorhai #ChorHiChowkidar #thiefnotagain,HOF
1428,Tomorrow Tomorrow does नदी Did waves Indigo वर्ण अम्बर मे कतार से उडते the bird Bago मे खिलते happened फूलो Did खुशबू Sondhi Sondhi मिट्टी Did Fragrance मस्त सुंगधित सर सर करती These Air nomad nomad comes Kari Badrians छमछम dance करतीे बारिस Attraction mind To Love From पूरित Tax Rome Rome In joy भरती तुम #nature love,NOT
1429,Side कोई No सिर्फ़ you As कुत्ते पूछ रहे Are bhainchod,HOF
1430,बड़ा Hobby था OBC को Too हिन्दु Rajput to become Of.,NOT
1431,"Leader have fun मार are Are So तू क्या गांड मरवा रहा Are You fucker , तु What Lucknow From चुनाव लड़के Scientist to become गया था loveday !",HOF
1432,Tabrez Did Death पर संसद Hill doing है But Thousands Hindu मुस्लिम violence के Hunt हुए उससे City Municipality In भी हलचल No हुई Why...? #tabrez #TabrezAnsari #PehluKhan,NOT
1433,Mayawati Are या Akhilesh Yadav ! #TabrezAnsari Of For बोलने में डर क्यों seems Is ?,NOT
1434,"डिअर अंजना Om Modi, एक Tweet In tag करके Modi From Question to ask Did तुम्हारी Courage No Is और Angry से doctor Of mouth में माइक This way घुसेड़ doing हो के As His घर Your ही earnings की thanks to चल रहा Is!",HOF
1435,Bhenchod घर No हो तो Any  arena पर चले Go लेकिन twitter But माँ - Sister Don't Do |,HOF
1436,BOX OFFICE: आयुष्मान Khurana Did 'आर्टिकल 15' ने opening weekend में Did 20 Ten million की शानदार earnings https://abpnews.abplive.in/bollywood/article-15-box-office-collection-day-3-1157968 … @ayushmank #Article15,NOT
1437,"Noida In महिला Of शव found, Police जांच में जुटी @arvindojha",NOT
1438,माननीय Mister @AmitShah जी To home मंत्री to become की हार्दिक Best wishes,NOT
1439,"#बाॅर्डर But What Plenty कहा हमारे जवान ने Clean young To, #good luck Are You Who #शेरो का सामना करते Are Us So Daily #dogs भगाने read Is! @iArmySupporter @adgpi",NOT
1440,"तबरेज Did Death Police custody में Hui है पुलिस Of elder अधिकारी escape नही चाहिये सभी की dismissal Immediately Are ,",NOT
1441,Police But Secretariat Employee Manoj कुमार प्रजापति के Together मारपीट का Blame है,NOT
1442,"Sleep क्यो नही will come Brother उनको Innocent Children only तो Die are है, Any उनके घर का kinda No कोई Die Stayed Is? जब आपने BJP Development Pay No बल्कि Hindu-Muslim And hindutva Of Name Pay vote दिया So अब hospitals In बदहाली Pay सरकार जिम्मेदार How? Now ऐसे only जनता cries रहेगी हमारी Government sleeping रहेगी।",HOF
